,Unnamed: 0.3,Регион,Всего_постов,Тональность_Берт,Стандартное_отклонение_Берт,Доля_негативных_Берт,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Мигранты_всех_национальностей,Мигранты_всех_национальностей_доля,Мигранты_всех_национальностей_доля_логарифм,Всего_указали,Казахи_доля,Кыргызы_доля,Таджики_доля,Туркмены_доля,Узбеки_доля,Казахи,Кыргызы,Таджики,Туркмены,Узбеки,Всего_мигрантов,Доля_мигрантов,Тональность,ВРП,Инфляция,ИЭМ,Процент_русских,Русский_регион,Распространенная_национальность,Процент_горожан,Мигранты_логарифм,Узбеки_логарифм,Таджики_логарифм,Киргизы_логарифм,Кыргызы_логарифм,Казахи_логарифм,Туркмены_логарифм,Дисперсия,Доля_негативных,Стандартное_отклонение,Доля_занятых_средний_малый_бизнес,Индекс_рынка_труда,Высокопроизводительные_23,Отрасль,НТР,Преступления_23,Рост_преступлений_23,Тяжкие_преступления_23,Рост_тяжких_преступлений_23,Преступления_24,Рост_преступлений_24,Тяжкие_преступления_24,Рост_тяжких_преступлений_24,Уровень_жизни_23,Преступность,Уровень_жизни_24,Средний_уровень_жизни,Доля_негативных_логарифм,Стандартное_отклонение_логарифм,Моложе_трудоспособного,Трудоспособное,Старше_трудоспособного,Нагрузка_дети,Нагрузка_старики,Рождаемость,Безработица,ВРП_на_душу,ВРП_на_душу_обратный
46,46,Чувашская Республика,64,0.125,0.3331666249791536,87.5,46,47,47,2491,0.002245991522757,-6.098608197046562,1109087,2.524599062111449e-05,2.344270557674916e-05,0.0002281155581122,0.0002804108243988,0.0001379513058939,28,26,253,311,153,771,0.06951663846028,-0.0741935483870967,501.5,111.04,0.4988346406852742,0.3070240648303646,0,"Чуваши (сувары, чаваш)",0.638621832002285,-7.271359338745454,-8.888609790916645,-8.385658223581276,-10.66095117428726,-10.66095117428726,-10.58684320213354,-8.17925480012953,0.0759784946236559,0.6774193548387096,0.2756419681827423,43.2,69.62,272,Обрабатывающие производства,42.0,109.8,1.2,33.4,7.1,105.2,-4.7,36.6,8.9,42.0,107.5,61.543,51.7715,-0.3894647667617233,-1.2886524721081514,0.192,0.557,0.251,0.345,0.452,1.351,1.7,513893.6,1.945928106518548e-06
47,47,Пермский край,634,0.114,0.3178049716414141,88.6,47,48,48,5738,0.0024483240628696,-6.012351544470132,2343644,5.760260517382333e-05,0.0001198987559544,0.0004885554290668,3.413487714004345e-05,0.0002461978013725,135,281,1145,80,577,2218,0.09463894687077,-0.2875,2002.8,109.86,0.198286444214379,0.8941263402920558,1,"Русские (ведруссы, великороссы, гураны, кержаки, кубанцы, русаки, сибиряки, чалдоны, челдоны, якутяне)",0.7563197829731027,-6.962856373101127,-8.309375274503592,-7.624057625023242,-9.028862871677712,-9.028862871677712,-9.761942762573003,-10.28519090633755,0.0566129032258064,0.875,0.2379346616737596,46.1,76.49,385,Обрабатывающие производства,57.29,167.0,2.1,46.0,10.1,174.3,3.8,45.0,-2.7,57.29,170.65,55.989,56.6395,-0.1335313926245226,-1.4357591737836586,0.183,0.5660000000000001,0.251,0.323,0.443,1.5003333333333335,1.7,878276.5,1.1385935978020588e-06
48,48,Кировская область,170,0.576,0.4959838707054897,42.4,48,49,49,1621,0.0015075087139769,-6.497296848963786,1075284,3.719947474341662e-05,8.276883130410199e-05,0.0001915772949285,9.299868685854156e-06,0.0002269167959348,40,89,206,10,244,589,0.05477622655968,-0.12,554.6,108.47,0.1382655441556067,0.9277649673121448,1,"Русские (великороссы, челдоны)",0.7777260592191942,-7.509669187047854,-8.390927145406405,-8.560219201910341,-9.399459000967283,-9.399459000967283,-10.19921591658549,-11.58551027770538,0.2345714285714285,0.6,0.484325746343748,43.3,62.72,343,Обрабатывающие производства,39.03,164.3,1.0,52.6,10.4,171.7,3.7,52.2,-1.4,39.03,168.0,47.464,43.247,-0.5108256237659907,-0.7249975690125385,0.166,0.531,0.303,0.313,0.572,1.4266666666666663,1.4500000000000002,534306.1,1.8715863434836324e-06
49,49,Нижегородская область,644,0.071,0.2569046515733026,92.9,49,50,50,5930,0.0022358922925814,-6.103114894535796,2652185,5.844237864251551e-05,5.693418822593447e-05,0.0002228351340498,1.583599937410098e-05,0.0004615062674737,155,151,591,42,1224,2163,0.08155539677661999,-0.275,2287.9,108.88,0.0933574778242743,0.9520981783233856,1,"Русские (великороссы, кулугуры, русаки, русичи, скобари)",0.799293709914511,-7.111642960574509,-7.681014923455512,-8.40907836912169,-9.773614549712642,-9.773614549712642,-9.74746926960832,-11.0532247682442,0.0458064516129032,0.84375,0.2140244182632048,41.4,78.43,371,Обрабатывающие производства,64.45,121.6,-4.9,36.4,7.7,109.5,-10.5,33.5,-8.5,64.45,115.55,65.142,64.79599999999999,-0.1698990367953974,-1.5416651664359884,0.151,0.5670000000000001,0.282,0.267,0.498,1.274333333333333,1.05,870132.1,1.1492507861737317e-06
50,50,Оренбургская область,664,0.166,0.3714835124201342,83.4,50,51,51,5192,0.0029012766846767,-5.842604402769774,1789557,0.0004800070632005,6.87320940322102e-05,0.0003101326194136,1.452873532388183e-05,0.0003911582587198,859,123,555,26,700,2263,0.12645587706901001,-0.2466666666666667,1571.4,109.75,0.362199268137314,0.7929489561443358,1,"Русские (великороссы, мещеряки, русаки, сибиряки, чалдоны)",0.5967917619326518,-6.673032015520219,-7.846398326110536,-8.078510547407364,-9.58529430578128,-9.58529430578128,-7.641709739169561,-11.13938212313221,0.1260229885057471,0.7666666666666667,0.3549971668981981,34.5,71.31,276,Обрабатывающие производства,31.65,120.6,2.1,34.3,16.4,112.4,-7.5,32.8,-5.1,31.65,116.5,56.789,44.2195,-0.2657031657330056,-1.035645470107022,0.185,0.5589999999999999,0.256,0.33,0.458,1.4593333333333334,1.3,961298.3,1.0402598236156249e-06
51,51,Пензенская область,228,0.263,0.4415880433163923,73.7,51,52,52,3945,0.0033142264746627,-5.709531023549114,1190323,7.476962135487595e-05,0.0001134145941899,0.0006569645381967,7.897016188043077e-05,0.0004595391334956,89,135,782,94,547,1647,0.13836580491177,-0.2032258064516129,592.9,109.73,0.2283073426139314,0.8757129957074682,1,"Русские (ведруссы, великороссы, кулугуры, русаки, сибиряки)",0.6873868794359844,-6.583024526651474,-7.685286454407303,-7.327880516283874,-9.08446047839135,-9.08446047839135,-9.50109888709693,-9.446440474559068,0.1156559139784946,0.6774193548387096,0.3400822164984441,39.2,71.21,276,Обрабатывающие производства,41.35,111.1,4.3,33.8,7.9,117.0,4.5,29.0,-14.9,41.35,114.05,57.861,49.6055,-0.3894647667617233,-1.078567877373319,0.155,0.5529999999999999,0.292,0.279,0.528,1.1413333333333333,1.2999999999999998,530871.2,1.883696082967017e-06
52,52,Самарская область,1210,0.153,0.3605551275463989,84.7,52,53,53,11763,0.0038157637788225,-5.568614430136448,3082738,0.0002199343570553,0.0001537594177643,0.0005216142273524,2.238270005430238e-05,0.0005962232275334,678,474,1608,69,1838,4667,0.15139139297598,-0.3,2378.5,109.77,0.1954522645115501,0.8961247153003329,1,"Русские (великороссы, древляне,кубанцы, мещеряки, русаки)",0.7959746921216228,-6.493056975147079,-7.42489541818131,-7.558582271358026,-8.780121399402036,-8.780121399402036,-8.422181433156556,-10.70722221649961,0.0587096774193548,0.8125,0.2423007994608248,43.1,80.81,327,Обрабатывающие производства,59.67,151.4,1.1,42.2,9.5,155.3,2.1,39.9,-5.9,59.67,153.35000000000002,67.029,63.3495,-0.2076393647782445,-1.4175753516982212,0.154,0.573,0.273,0.269,0.476,1.3046666666666666,1.9,844104.3,1.1846877216476684e-06
53,53,Саратовская область,232,0.203,0.4024922359499621,79.7,53,54,54,5210,0.0023023991352524,-6.073803597416544,2262857,0.0001780934455867,6.496212531326548e-05,0.0001926767798407,0.0001573232422552,0.0001263888968679,403,147,436,356,286,1628,0.07194444898638999,-0.19,1193.9,109.2,0.1940734218312906,0.8970103619140304,1,"Русские (великороссы, древляне, кубанцы, кулугуры, мещеряки, молокане, русаки, сибиряки)",0.7656600104398023,-7.237031185601468,-8.976146921344753,-8.554496488814921,-9.64170614538519,-9.64170614538519,-8.633202170217285,-8.757208001312247,0.0450689655172413,0.7333333333333333,0.2122945254057235,34.4,75.7,281,Обрабатывающие производства,38.22,122.2,0.6,34.6,1.9,124.4,0.9,40.2,15.1,38.22,123.3,55.762,46.991,-0.3101549283038396,-1.5497806976721946,0.147,0.581,0.272,0.253,0.469,1.069,1.3,561623.7,1.780551639825741e-06
54,54,Ульяновская область,261,0.249,0.433589667773576,75.1,54,55,55,43762,0.0039891168447892,-5.524185414738251,10970348,0.0003499433199384,0.0003975261313497,0.0007243161292604,1.376437648103779e-05,0.0003266076882884,3839,4361,7946,151,3583,19880,0.1812157645318,-0.31875,588.8,109.42,0.3834126220916919,0.7748808881764195,1,"Русские (ведруссы, вилежане, великороссы, кулугуры, мещеряки, русаки, сибиряки, чалдоны)",0.766774876853465,-6.31323707441832,-8.026750837324085,-7.230282618254346,-7.830249886786088,-7.830249886786088,-7.957739359628146,-11.19342671781391,0.083508064516129,0.75,0.2889776194035258,39.7,65.69,292,Обрабатывающие производства,55.03,98.1,-4.7,31.7,11.7,91.4,-7.5,30.0,-6.1,55.03,94.75,59.274,57.152,-0.2876820724517809,-1.2414060353787448,0.156,0.5579999999999999,0.286,0.279,0.513,1.271,1.55,572384.2,1.7470782736490632e-06
55,55,Курганская область,362,0.199,0.4,80.1,55,56,56,1314,0.0018882918718663,-6.272082630057595,695867,0.0004383021468182,4.885991144859578e-05,0.0002730406816245,0.0001250238910596,0.0001983137582325,305,34,190,87,138,754,0.10835403891834999,-0.3258064516129032,355.0,109.56,0.1269754040766178,0.9340361189573196,1,"Русские (великороссы, русаки, сибиряки, чалдоны)",0.6390007995766492,-6.827521461094245,-8.525660143945116,-8.205889756941675,-9.926553304485978,-9.926553304485978,-7.732602052494924,-8.987005710447892,0.1899784946236559,0.8064516129032258,0.4358652252975178,37.3,57.92,279,Обрабатывающие производства,28.68,171.7,-2.8,45.1,2.4,157.6,-9.3,39.3,-13.9,28.68,164.64999999999998,43.41,36.045,-0.2151113796169455,-0.8304221997094878,0.173,0.528,0.299,0.327,0.568,1.5313333333333332,1.3000000000000005,502403.0,1.990433974319421e-06
56,56,Свердловская область,448,0.203,0.4024922359499621,79.7,56,57,57,20135,0.0050299988783364,-5.292335517865266,4002983,0.0002975281184056,0.0006465178593064,0.000968277906751,6.744969938668239e-06,0.0004099442840501,1191,2588,3876,27,1641,9323,0.23290131384519,-0.2,3469.6,110.02,0.1470635554962847,0.9231739100351342,1,"Русские (великороссы, гураны, древляне,  кержаки, семейские, сибиряки, скобари, староверы, чалдоны, челдоны)",0.8575888299783696,-6.062310646854153,-7.799489300060883,-6.939991418140189,-7.343909735530047,-7.343909735530047,-8.120001821795837,-11.90671352514648,0.0762962962962962,0.6785714285714286,0.2762178421034678,48.2,82.03,376,Обрабатывающие производства,54.39,117.2,-4.1,30.7,5.5,114.9,-2.4,36.7,19.0,54.39,116.05,65.203,59.7965,-0.3877655310087634,-1.2865654416014198,0.168,0.5820000000000001,0.25,0.288,0.431,1.5126666666666668,0.8999999999999999,975700.6,1.0249045660113358e-06
57,57,Тюменская область,557,0.144,0.3507135583350036,85.6,57,58,58,14818,0.0045824831504525,-5.385514255190617,3233618,0.0003896564158165,0.0004032634652578,0.0008049806748972,2.164757865647705e-06,0.000333991213557,1260,1304,2603,7,1080,6254,0.19340565273943,-0.2166666666666667,1720.0,107.77,0.4106123502534506,0.7640983665991758,1,"Русские (ведруссы, великороссы, русаки, сибиряки, чалдоны, челдоны)",0.807817914124548,-6.248135654149474,-8.00439587204917,-7.124692287172749,-7.815920449680616,-7.815920449680616,-7.850245192221912,-13.0432020431119,0.122816091954023,0.7333333333333333,0.3504512690147134,49.1,79.78,366,Обрабатывающие производства,53.82,152.5,4.0,48.6,13.1,148.2,-2.4,46.8,-3.2,53.82,150.35,64.808,59.31400000000001,-0.3101549283038396,-1.048533614941736,0.214,0.598,0.188,0.358,0.313,1.7363333333333333,1.55,4119485.2,2.427487784153224e-07
58,58,Тюменская область,557,0.144,0.3507135583350036,85.6,57,58,58,14818,0.0045824831504525,-5.385514255190617,3233618,0.0003896564158165,0.0004032634652578,0.0008049806748972,2.164757865647705e-06,0.000333991213557,1260,1304,2603,7,1080,6254,0.19340565273943,-0.2166666666666667,1720.0,107.77,0.4106123502534506,0.7640983665991758,1,"Русские (ведруссы, великороссы, русаки, сибиряки, чалдоны, челдоны)",0.807817914124548,-6.248135654149474,-8.00439587204917,-7.124692287172749,-7.815920449680616,-7.815920449680616,-7.850245192221912,-13.0432020431119,0.122816091954023,0.7333333333333333,0.3504512690147134,49.1,79.78,366,Обрабатывающие производства,53.82,152.5,4.0,48.6,13.1,148.2,-2.4,46.8,-3.2,53.82,150.35,64.808,59.31400000000001,-0.3101549283038396,-1.048533614941736,0.214,0.598,0.188,0.358,0.313,1.7363333333333333,1.55,4119485.2,2.427487784153224e-07
59,59,ХМАО,621,0.19,0.3924283374069717,81.0,59,59,59,5653,0.0042271204209622,-5.466234269286075,1337317,0.0002235819929007,0.0003708918678219,0.0008434798929498,0.0,0.0002549881591275,299,496,1128,0,341,2264,0.16929419128,-0.13125,6894.3,107.91,0.4986459641220118,0.7030093032086577,1,"Русские (великороссы, гураны, кержаки, молокане, русаки, русичи, сибиряки, чалдоны)",0.9204624068058056,-6.381287486638295,-8.274293448678094,-7.077974493903392,-7.899599999236463,-7.899599999236463,-8.405732352570713,-inf,0.0738306451612903,0.5,0.2717179514888377,26.3,77.58,524,Добывающая отрасль,32.3,121.6,3.2,39.0,9.3,150.0,25.5,44.7,16.4,32.3,135.8,66.066,49.183,-0.6931471805599453,-1.3029906937392812,0.216,0.619,0.165,0.349,0.267,1.6423333333333332,0.7500000000000001,4945301.6,2.022121360606197e-07
60,60,ЯНАО,243,0.21,0.408656334834051,79.0,60,60,60,6971,0.0047610233980634,-5.347292634254758,1464181,0.0006085313222887,0.0004097854022146,0.0008598663689803,4.097854022146169e-06,0.0003408048595084,891,600,1259,6,499,3255,0.22230858070141998,-0.3419354838709677,5350.2,107.48,0.5906067666162522,0.628853592051757,1,"Русские (великороссы, кривичи, русаки, сибиряки, чалдоны, челдоны)",0.8467609551607279,-6.108859045098511,-7.984200503989881,-7.058733565696834,-7.799876944525032,-7.799876944525032,-7.404462172270338,-12.40504713051308,0.0978494623655913,0.8709677419354839,0.3128089870281724,20.7,57.72,890,Добывающая отрасль,30.58,149.2,14.9,59.0,38.4,129.5,-12.6,43.8,-25.1,30.58,139.35,61.586,46.083,-0.1381503384808171,-1.1621625398152262,0.2289999999999999,0.644,0.127,0.354,0.198,1.9416666666666669,1.05,10462220.5,9.558200383943353e-08
61,61,Челябинская область,502,0.116,0.3193743884534262,88.4,61,61,61,56282,0.003736357435877,-5.589644089777336,15063334,0.0007129895679137,0.0002640185764984,0.0005203363345724,6.638636572753416e-06,0.0004137862175797,10740,3977,7838,100,6233,28888,0.1917769333137,-0.3,2299.7,108.62,0.2506976139786071,0.8634290081010956,1,"Русские (великороссы, мещеряки, русаки, сибиряки, чалдоны, якутяне)",0.8261996302194202,-6.256592574019641,-7.790161100168129,-7.561035158217378,-8.239491091769253,-8.239491091769253,-7.246043768914099,-11.92260395098884,0.0619999999999999,0.8064516129032258,0.2489979919597746,37.7,76.39,317,Обрабатывающие производства,48.6,180.8,-2.0,49.8,11.2,161.1,-11.2,49.7,-0.5,48.6,170.95,63.371,55.9855,-0.2151113796169455,-1.390310446968523,0.165,0.574,0.261,0.287,0.455,1.4433333333333334,1.45,761165.9,1.313774040586947e-06
62,62,Республика Алтай,414,0.159,0.3660601043544625,84.1,62,62,62,217,0.0010832721808715,-6.827769021328181,200319,0.0001647372440956,0.0001347850178964,2.995222619921225e-05,4.99203769986871e-06,0.0001347850178964,33,27,6,1,27,94,0.04692515437876,-0.4233333333333333,351.0,110.55,0.5700442380984905,0.5369603007761966,1,"Русские (киржаки,русаки, сибиряки, староверы, челдоны, якутяне)",0.3097893079971933,-7.664371592598752,-8.911829508864711,-10.41590690564058,-8.911829508864711,-8.911829508864711,-8.71115881340256,-12.20766637486863,0.0577126436781609,0.9333333333333332,0.2402345597081338,49.8,36.01,308,Государственная служба,15.0,209.2,-3.8,52.2,8.4,203.4,-2.8,49.6,-5.0,15.0,206.3,42.079,28.5395,-0.0689928714869515,-1.4261395008010078,0.267,0.545,0.188,0.489,0.344,1.836,4.6000000000000005,514010.8,1.9454844139461662e-06
63,63,Республика Тыва,85,0.165,0.372827037646145,83.5,63,63,63,366,0.0011410684890507,-6.775790184442919,320752,1.870604080411034e-05,6.235346934703447e-05,4.676510201027585e-05,0.0,4.676510201027585e-05,6,20,15,0,15,56,0.01745897141716,-0.3344827586206897,356.0,109.72,0.2030936299850846,0.1011763289157619,0,"Тувинцы (тува, тыва, урянхай)",0.5463551274168204,-8.653071827109661,-9.970373316742048,-9.970373316742048,-9.682691244290266,-9.682691244290266,-10.8866640486162,-inf,0.1494827586206897,0.7931034482758621,0.3866300022252408,30.1,22.48,218,Государственная служба,15.72,165.2,-15.8,47.9,1.8,158.2,-4.2,47.2,-1.4,15.72,161.7,30.123,22.9215,-0.2318016140573243,-0.9502871098769844,0.328,0.5660000000000001,0.106,0.578,0.188,2.283333333333333,5.1,363158.2,2.753620873767961e-06
64,64,Республика Хакасия,99,0.303,0.461519230368573,69.7,64,64,64,499,0.001118889272565,-6.795418806679801,445978,6.502562906690464e-05,0.0001636852042028,0.0001771387826305,0.0,0.000107628627421,29,73,79,0,48,229,0.051347824332139996,-0.1533333333333333,368.0,109.44,0.30893959220258,0.8214398509847135,1,"Русские (великороссы, гураны, сибиряки, чалдоны)",0.683835862339775,-7.574302898877106,-9.136823891524193,-8.638577049964473,-8.717565461283515,-8.717565461283515,-9.640729072444833,-inf,0.1922298850574713,0.7666666666666667,0.4384402867637408,32.2,55.97,234,Обрабатывающие производства,13.74,176.0,-1.7,49.6,10.8,172.9,-2.1,49.2,-1.1,13.74,174.45,49.333,31.5365,-0.2657031657330056,-0.8245316525801325,0.211,0.5589999999999999,0.23,0.378,0.412,1.4613333333333334,1.65,715322.5,1.3979708453180209e-06
65,65,Красноярский край,568,0.13,0.3376388603226826,87.0,66,66,66,10764,0.0041301575169327,-5.489439733043348,2606196,0.0001151102986882,0.0003656670488328,0.0008752219710259,4.604411947528121e-06,0.0003464819990514,300,953,2281,12,903,4449,0.17070857295459999,-0.288,3319.0,109.62,0.1230335152175633,0.9363601888657248,1,"Русские (мещеряки, русаки, сибиряки, чалдоны, челдоны, якутяне)",0.7928907923811618,-6.372967614084126,-7.967679691473416,-7.041033022605831,-7.913787341236095,-7.913787341236095,-9.069619770233963,-12.28849559510214,0.0419333333333333,0.84,0.2047763007121023,38.8,82.5,363,Обрабатывающие производства,44.81,176.0,9.9,49.6,16.8,169.4,-3.7,51.2,3.3,44.81,172.7,55.638,50.224,-0.1743533871447778,-1.5858371116919532,0.176,0.593,0.231,0.296,0.39,1.408,1.7,1307050.7,7.650812627237796e-07
66,66,Иркутская область,80,0.1,0.3016620625799671,90.0,67,67,67,7908,0.0037309137436143,-5.591102103848661,2119588,6.793773129494978e-05,0.000317042746043,0.0006727722557402,2.830738803956241e-06,0.0005491633279675,144,672,1426,6,1164,3412,0.16097467998497,-0.1896551724137931,2356.8,108.71,0.1483901911703155,0.9220780969630455,1,"Русские (великороссы, гураны, нууча, русаки, семейские, сибиряки, староверы, чалдоны, челдоны, якутяне)",0.7761269346213792,-6.431678379527644,-7.507114659847798,-7.30410368716502,-8.056473947616325,-8.056473947616325,-9.59691898856316,-12.77497281891111,0.0366748768472906,0.7931034482758621,0.1915068584862971,38.6,77.95,351,Обрабатывающие производства,33.0,158.6,-1.8,44.1,6.2,156.1,-2.1,44.4,0.2,33.0,157.35,49.924,41.462,-0.2318016140573243,-1.6528316564529075,0.1969999999999999,0.57,0.233,0.346,0.409,1.6353333333333335,2.7,1086391.6,9.20478398397042e-07
67,67,Кемеровская область - Кузбасс,134,0.194,0.3974921382870358,80.6,68,68,68,4906,0.0020041529185834,-6.212533791992382,2447917,0.0003206808073966,0.0001196936007225,0.0004187233472376,4.902126992050793e-06,0.0001727999764697,785,293,1025,12,423,2538,0.10367998588187001,-0.1625,2188.8,109.55,0.0920910231839323,0.9527579783433326,1,"Русские (албазинцы, ведруссы, великороссы, гураны, кержаки, русаки, сибиряки, староверы, чалдоны, челдоны, якутяне)",0.8652086201706086,-6.871616368536508,-8.663375837765045,-7.778300125238463,-9.030575407794348,-9.030575407794348,-8.045064299028567,-12.2258413670228,0.0553225806451612,0.625,0.2352075267612865,31.4,69.15,342,Обрабатывающие производства,29.33,169.3,-7.6,48.6,4.5,146.7,-14.0,44.7,-8.8,29.33,158.0,51.931,40.6305,-0.4700036292457356,-1.447287061933621,0.174,0.57,0.256,0.306,0.45,1.1563333333333334,2.75,736455.8,1.357854741588022e-06
68,68,Новосибирская область,728,0.206,0.4049691346263318,79.4,69,69,69,13466,0.0056956052986978,-5.168060401743625,2364279,0.0013758951460466,0.0005177053977132,0.0007719055153812,7.190352746016862e-06,0.0008416942332102,3253,1224,1825,17,1990,8309,0.35143906450973,-0.1935483870967742,1939.4,109.9,0.1133801801858453,0.9415125126642911,1,"Русские (великороссы, древляне, кержаки, кривичи, кубанцы, русаки, семейские, сибиряки, староверы, чалдоны, челдоны, якутяне)",0.796299553549723,-5.650889127183865,-7.080093753130319,-7.166648404832283,-7.566104207776602,-7.566104207776602,-6.588650744375522,-11.84277032679263,0.0639569892473118,0.6774193548387096,0.2528971910625182,56.6,79.43,401,Обрабатывающие производства,52.43,159.5,-4.8,46.8,16.3,134.5,-15.8,38.9,-17.1,52.43,147.0,63.337,57.8835,-0.3894647667617233,-1.3747722322776736,0.171,0.581,0.248,0.295,0.427,1.4580000000000002,1.65,793881.2,1.2596343130433118e-06
69,69,Омская область,208,0.308,0.4626013402488151,69.2,70,70,70,7281,0.0042676279233339,-5.456697127568294,1706100,0.0014829142488716,0.0001066760447804,0.0001553250102573,7.03358537014243e-06,0.0002115936932184,2530,182,265,12,361,3350,0.1963542582498,-0.237037037037037,947.1,109.78,0.2106091308801514,0.8871120930559577,1,"Русские (великороссы, гураны, кубанцы,молокане, нууча, русичи, сибиряки, чалдоны, челдоны, якутяне)",0.7348829727598157,-6.233004997143937,-8.460842663630363,-8.769990795976856,-9.145713934887082,-9.145713934887082,-6.513746040241499,-11.864813972175,0.0885754985754985,0.7407407407407407,0.2976163614042389,41.2,71.72,279,Обрабатывающие производства,48.01,132.4,5.1,46.5,16.8,118.0,-11.5,43.7,-6.7,48.01,125.2,50.628,49.319,-0.3001045924503381,-1.2119499996976018,0.172,0.568,0.26,0.301,0.458,1.4240000000000002,2.9,578934.0,1.727312612491234e-06
70,70,Томская область,123,0.171,0.3781534080237807,82.9,71,71,71,46772,0.006570128167507,-5.025221938683964,7118887,6.124552897103157e-05,0.0012416266756306,0.0007187921370292,3.230842124618638e-06,0.0010823321117472,436,8839,5117,23,7705,22120,0.31072272955027,-0.2125,809.6,109.4,0.1278475384111992,0.9337590035176534,1,"Русские (великороссы, кержаки, нууча, русаки, семейские, сибиряки, староверы, чалдоны, челдоны, якутяне)",0.713083885247105,-5.774024495307919,-6.828637203189984,-7.237938342139187,-6.691332923883223,-6.691332923883223,-9.700619707595123,-12.64276773501501,0.0527419354838709,0.65625,0.2296561244205583,41.2,69.12,326,Обрабатывающие производства,51.94,184.3,4.4,50.7,22.0,187.7,1.0,50.9,-0.4,51.94,186.0,53.104,52.522,-0.4212134650763035,-1.4711722000679648,0.176,0.589,0.235,0.299,0.398,1.1696666666666666,3.25,870868.9,1.1482784607419097e-06
71,71,Республика Бурятия,119,0.269,0.4449719092257398,73.1,72,72,72,2563,0.002759831158203,-5.892585775688449,928680,3.338071240901064e-05,0.0003725718223715,0.0003661110393246,3.230391523452642e-06,0.0009195847870095,31,346,340,3,854,1574,0.16948787526381,-0.232258064516129,447.0,110.53,0.4856128552434618,0.6395013823010504,1,"Русские (гураны, русаки, семейские, сибиряки, челдоны, якутяне)",0.5911721786901127,-6.380144073075188,-6.991588308263956,-7.912573884442388,-7.895080726994883,-7.895080726994883,-10.30753229756736,-12.6429072133844,0.0795913978494623,0.6774193548387096,0.2821194744243339,32.0,55.85,280,Обрабатывающие производства,28.44,194.2,-5.1,52.2,1.6,184.2,-5.4,46.5,-11.3,28.44,189.2,37.293,32.8665,-0.3894647667617233,-1.265424629594646,0.24,0.5589999999999999,0.201,0.429,0.359,1.522,3.8,517755.8,1.931412453515731e-06
